Number,title,Clip_Link,Start_Timestamp,End_Timestamp,Duration,question,correct_answer,incorrect_answer1,incorrect_answer2,incorrect_answer3,embed_url
16,The Devil Wears Prada,https://www.youtube.com/watch?v=t4isatjZ0BM,0,2:48,2:48,How did Andrea feel at the end of the scene?,She didn’t think she could pass the interview,She was angry,She wanted to leave the building,She was confident about the interview,https://www.youtube.com/embed/t4isatjZ0BM?start=0&end=168
17,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,What is the relationship between the man and the girl?,Teacher and student,Father and daughter,Employer and employee,Friends,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
17,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,What does the man do for a living?,Gardening,Teaching class at school,Nothing,Trunk driving,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
17,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,Why did the man ask the girl to spell “staphylococci”?,To test the girl’s spelling skills,To make fun of the girl,To convince the girl to give up,To prove the girl has a poor vocabulary,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
17,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,What did the girl think about knowing all the winning words?,She didn’t think it is necessary,She didn’t want to join the competition,She decided to work hard to remember all the winning words,She didn’t believe anything the man said,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
17,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,"Why did the man suddenly get upset, and asked the girl to leave?",He was disappointed at the girl’s attitude,He felt ill and didn’t want the girl to know,"He was hungry, and wanted to eat lunch right away",He needed to finish his garden work,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
17,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,What was the girl thinking before she left the garden?,She wanted to prove that she could memorize all the words,She hated the man,She was excited to study alone,She was sad to leave,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
18,Devile Wears Prada You Think This Has Nothing to Do with You,https://www.youtube.com/embed/vRP9ShmQrog?start=63&end=169,0:05,2:46,2:46,How did Miranda feel at the beginning of the scene?,Disappointed,Happy,Calm,Bored,https://www.youtube.com/embed/vRP9ShmQrog?start=5&end=166
18,Devile Wears Prada You Think This Has Nothing to Do with You,https://www.youtube.com/embed/vRP9ShmQrog?start=63&end=169,0:05,2:46,2:46,Why did Andrea laugh at them?,Because she thought the two belts were pretty much the same,Because she thought they were funny,Because she didn’t like all the people there,Because she was thinking of a joke,https://www.youtube.com/embed/vRP9ShmQrog?start=5&end=166
18,Devile Wears Prada You Think This Has Nothing to Do with You,https://www.youtube.com/embed/vRP9ShmQrog?start=63&end=169,0:05,2:46,2:46,How did Miranda feel when Andrea said “this stuff”?,Unbelievable,Relaxed,Excited,Bored,https://www.youtube.com/embed/vRP9ShmQrog?start=5&end=166
18,Devile Wears Prada You Think This Has Nothing to Do with You,https://www.youtube.com/embed/vRP9ShmQrog?start=63&end=169,0:05,2:46,2:46,What was Miranda’s opinion on Andrea’s dressing style?,She didn’t think Andrea had a feeling for fashion,She didn’t think the style fit for Andrea,She didn’t like the color blue,She thought Andrea had her own style,https://www.youtube.com/embed/vRP9ShmQrog?start=5&end=166
18,Devile Wears Prada You Think This Has Nothing to Do with You,https://www.youtube.com/embed/vRP9ShmQrog?start=63&end=169,0:05,2:46,2:46,How did the other people in this scene feel when Miranda gave the lecture to Andrea?,Nervous,Calm,Bored,Excited,https://www.youtube.com/embed/vRP9ShmQrog?start=5&end=166
18,Devile Wears Prada You Think This Has Nothing to Do with You,https://www.youtube.com/embed/vRP9ShmQrog?start=63&end=169,0:05,2:46,2:46,"From this scene, what is Miranda’s personality?",Dominant,Friendly,Patient,Cautious,https://www.youtube.com/embed/vRP9ShmQrog?start=5&end=166
19,Ratatouille: Chef Linguini Scene,https://www.youtube.com/watch?v=zZBchvH0ZH0,0:50,1:10,0:20,Who is the villain in the scene?,The head chef,The rat,Chef Linguini,The other chef,https://www.youtube.com/embed/zZBchvH0ZH0?start=50&end=70
19,Ratatouille: Chef Linguini Scene,https://www.youtube.com/watch?v=zZBchvH0ZH1,0:50,1:10,0:20,Who is the sidekick?,The other chef,The head chef,The rat,Chef Linguini,https://www.youtube.com/embed/zZBchvH0ZH1?start=50&end=70
20,Finding Nemo: Offspring meets Jelly Man,https://www.youtube.com/watch?v=5FNHtNEshk8,3:11,3:57,0:46,What is the relationship between Squirt (Offspring) and the larger turtle (Crush),Father and Son,Brothers,Friends,No connection,https://www.youtube.com/embed/5FNHtNEshk8?start=191&end=237
20,Finding Nemo: Offspring meets Jelly Man,https://www.youtube.com/watch?v=5FNHtNEshk8,3:11,3:57,0:46,What feeling does Crush display?,Pride,Disappointment,Love,Anger,https://www.youtube.com/embed/5FNHtNEshk8?start=191&end=237
20,Finding Nemo: Offspring meets Jelly Man,https://www.youtube.com/watch?v=5FNHtNEshk8,3:11,3:57,0:46,What feeling does Squirt display?,Excitement,Sadness,Worry,Stress,https://www.youtube.com/embed/5FNHtNEshk8?start=191&end=237
20,Finding Nemo: Offspring meets Jelly Man,https://www.youtube.com/watch?v=5FNHtNEshk8,3:11,3:57,0:46,What kind of impression does Crush generally display through his tone and words?,Easygoing,Strict,Worrisome,Sympathetic,https://www.youtube.com/embed/5FNHtNEshk8?start=191&end=237
20,Finding Nemo: Offspring meets Jelly Man,https://www.youtube.com/watch?v=5FNHtNEshk8,3:11,3:57,0:46,What is the best description of the current relationship between Jellyman and Crush?,New friends,Strangers,Siblings,Enemies,https://www.youtube.com/embed/5FNHtNEshk8?start=191&end=237
20,Finding Nemo: Offspring meets Jelly Man,https://www.youtube.com/watch?v=5FNHtNEshk8,3:11,3:57,0:46,What feeling does Jellyman best convey?,Confusion,Happiness,Annoyance,Sleepy,https://www.youtube.com/embed/5FNHtNEshk8?start=191&end=237
20,Finding Nemo: Offspring meets Jelly Man,https://www.youtube.com/watch?v=5FNHtNEshk8,3:11,3:57,0:46,What adjective best describes Squirt’s reaction to Jellyman?,Friendliness,Awkwardness,Sarcasm,Standoffish,https://www.youtube.com/embed/5FNHtNEshk8?start=191&end=237
20,Finding Nemo: Offspring meets Jelly Man,https://www.youtube.com/watch?v=5FNHtNEshk8,3:11,3:57,0:46,What emotion does Jellyman display after hearing Crush talk about little,Hopefulness,Uncertainty,Confusion,Excitement,https://www.youtube.com/embed/5FNHtNEshk8?start=191&end=237
21,Frozen: Act of True Love,https://www.youtube.com/watch?v=b2xn0jDmiTw,0,2:19,2:19,What is the relationship between Ana and Elsa,Sisters,Friends,Mother and Daughter,No connection,https://www.youtube.com/embed/b2xn0jDmiTw?start=0&end=139
21,Frozen: Act of True Love,https://www.youtube.com/watch?v=b2xn0jDmiTw,0,2:19,2:19,What level of feeling do the crowds of people display after Ana freezes?,Negative feelings,Positive feelings,N/A,N/A,https://www.youtube.com/embed/b2xn0jDmiTw?start=0&end=139
21,Frozen: Act of True Love,https://www.youtube.com/watch?v=b2xn0jDmiTw,0,2:19,2:19,What is the relationship between Ana and Christoff?,Lovers,Siblings,Friends,No connection,https://www.youtube.com/embed/b2xn0jDmiTw?start=0&end=139
21,Frozen: Act of True Love,https://www.youtube.com/watch?v=b2xn0jDmiTw,0,2:19,2:19,Why does Ana sacrifice herself for Elsa?,Ana loves Elsa.,Ana wants to be praised by the village.,Ana wants to be known as a hero.,Ana wants to make a good impression for Christoff.,https://www.youtube.com/embed/b2xn0jDmiTw?start=0&end=139
21,Frozen: Act of True Love,https://www.youtube.com/watch?v=b2xn0jDmiTw,0,2:19,2:19,“An act of true love can thaw a frozen heart”. What does this imply when Elsa is hugging Ana?,Elsa loves Ana back and wants her to come back to life.,Ana and Elsa do not like each other.,It is merely a mystery for why Ana defrosts.,N/A,https://www.youtube.com/embed/b2xn0jDmiTw?start=0&end=139
21,Frozen: Act of True Love,https://www.youtube.com/watch?v=b2xn0jDmiTw,0,2:19,2:19,What can we interpret from the scene about Christoff’s motives?,He loves Ana.,He wants to rule the kingdom.,He loves Elsa.,He wants to punish Elsa.,https://www.youtube.com/embed/b2xn0jDmiTw?start=0&end=139
21,Frozen: Act of True Love,https://www.youtube.com/watch?v=b2xn0jDmiTw,0,2:19,2:19,What does Christoff’s facial expression tell us about how he feels towards Ana?,He loves her and wants to save her.,He does not care about Ana.,N/A,N/A,https://www.youtube.com/embed/b2xn0jDmiTw?start=0&end=139
21,Frozen: Act of True Love,https://www.youtube.com/watch?v=b2xn0jDmiTw,0,2:19,2:19,"In general, what is the overall feeling of the ending of this scene?",Happiness and Excitement,Triumph and Victory,Sadness and Anger,Confusion and Irritation,https://www.youtube.com/embed/b2xn0jDmiTw?start=0&end=139
22,Christopher Robin,https://www.youtube.com/watch?v=hdehfqahwkI,0,1:03,1:03,What word describes Christopher Robin’s reaction before turning around?,Stressed,Tired,Lonely,Anxious,https://www.youtube.com/embed/hdehfqahwkI?start=0&end=63
22,Christopher Robin,https://www.youtube.com/watch?v=hdehfqahwkI,0,1:03,1:03,What word best describes Christopher Robin’s reaction when meeting Pooh?,Shocked,Confused,N/A,N/A,https://www.youtube.com/embed/hdehfqahwkI?start=0&end=63
22,Christopher Robin,https://www.youtube.com/watch?v=hdehfqahwkI,0,1:03,1:03,What can we infer from Robin’s reaction to Pooh?,He thinks that he is seeing things.,He is scared.,He is excited,He is worried.,https://www.youtube.com/embed/hdehfqahwkI?start=0&end=63
22,Christopher Robin,https://www.youtube.com/watch?v=hdehfqahwkI,0,1:03,1:03,Does Christopher Robin mean he has literally cracked when he says “I’ve cracked”?,No,Yes,N/A,N/A,https://www.youtube.com/embed/hdehfqahwkI?start=0&end=63
22,Christopher Robin,https://www.youtube.com/watch?v=hdehfqahwkI,0,1:03,1:03,What category would you put Pooh’s reaction to Robin’s saying “I’ve cracked”?,Pooh responds ironically saying that he doesn’t see any physical cracks on Robin’s face,Pooh agrees that Robin has cracked.,Pooh’s response is mean.,Pooh thinks that Robin has gone crazy.,https://www.youtube.com/embed/hdehfqahwkI?start=0&end=63
22,Christopher Robin,https://www.youtube.com/watch?v=hdehfqahwkI,0,1:03,1:03,What can we interpret from the scene about Pooh’s and Robin’s relationship?,They are friends.,They are enemies.,Robin does not like Pooh.,Pooh is scared of Robin.,https://www.youtube.com/embed/hdehfqahwkI?start=0&end=63
22,Christopher Robin,https://www.youtube.com/watch?v=hdehfqahwkI,0,1:03,1:03,What can we infer about the nature of Pooh’s and Robin’s reunion ?,They have not seen each other in a long time.,Robin is not surprised that Pooh has appeared.,N/A,N/A,https://www.youtube.com/embed/hdehfqahwkI?start=0&end=63
22,Christopher Robin,https://www.youtube.com/watch?v=hdehfqahwkI,0,1:03,1:03,"In general, what is the overall feeling of this scene?",Disbelief,Excitement,Anger,Irritation,https://www.youtube.com/embed/hdehfqahwkI?start=0&end=63
23,The Devil Wears Prada,https://www.youtube.com/watch?v=t4isatjZ0BM,0,2:48,2:48,"Throughout the scene, Andrea Sacks displays what kind of emotions?",Confusion and Intimidation,Happiness and Excitement,Anger and Frustration,N/A,https://www.youtube.com/embed/t4isatjZ0BM?start=0&end=168
23,The Devil Wears Prada,https://www.youtube.com/watch?v=t4isatjZ0BM,0,2:48,2:48,Who is the Editor in Chief’s second-in-command from this scene?,Nigel (man in black sweater),Emily Charlton,There is no second-in-command.,N/A,https://www.youtube.com/embed/t4isatjZ0BM?start=0&end=168
23,The Devil Wears Prada,https://www.youtube.com/watch?v=t4isatjZ0BM,0,2:48,2:48,What is the relationship between Emily Charlton and Andrea Sacks in the beginning of the scene?,"Pleasant, welcoming, yet Emily thinks Andrea is not fit for the job. ",Awkward,Hostile and uncomfortable.,N/A,https://www.youtube.com/embed/t4isatjZ0BM?start=0&end=168
23,The Devil Wears Prada,https://www.youtube.com/watch?v=t4isatjZ0BM,0,2:48,2:48,How do you think Andrea Sacks feels when Emily Charlton calls her hopeless?,She likely feels confused and hurt.,She likely feels no emotion towards Emily’s comments.,She likely is plotting her revenge on Emily.,N/A,https://www.youtube.com/embed/t4isatjZ0BM?start=0&end=168
23,The Devil Wears Prada,https://www.youtube.com/watch?v=t4isatjZ0BM,0,2:48,2:48,"When everyone finds out that the Editor in Chief is coming early, why does a frenzy ensue?",They want to impress their boss and worry they will be fired.,They are behind on work.,They are excited to see the EIC.,N/A,https://www.youtube.com/embed/t4isatjZ0BM?start=0&end=168
23,The Devil Wears Prada,https://www.youtube.com/watch?v=t4isatjZ0BM,0,2:48,2:48,What is the relationship between Emily Charlton and editor in chief?,Emily is the EIC’s assistant.,Emily is the EIC’s daughter.,Emily and the EIC are merely coworkers.,N/A,https://www.youtube.com/embed/t4isatjZ0BM?start=0&end=168
23,The Devil Wears Prada,https://www.youtube.com/watch?v=t4isatjZ0BM,0,2:48,2:48,What sort of boss do you think the Editor in Chief is?,Tyrannical,Nurturing,Welcoming,N/A,https://www.youtube.com/embed/t4isatjZ0BM?start=0&end=168
23,The Devil Wears Prada,https://www.youtube.com/watch?v=t4isatjZ0BM,0,2:48,2:48,Does it seem like Andrea Sacks is going to get the job?,Yes because she advocates for herself at the very end.,No because nobody likes her.,No because her interview has gone horribly thus far.,N/A,https://www.youtube.com/embed/t4isatjZ0BM?start=0&end=168
24,Crazy Rich Asians Mahjong Scene,https://www.youtube.com/watch?v=H_CJXuMxc8U,0,2:00,2:00,What is the overall feeling throughout the whole scene?,Tense and awkward,Hopeful,Loving and Warm,Nurturing,https://www.youtube.com/embed/H_CJXuMxc8U?start=0&end=120
24,Crazy Rich Asians Mahjong Scene,https://www.youtube.com/watch?v=H_CJXuMxc8U,0,2:00,2:00,Do Eleanor (older) and Rachel (young) seem to like each other?,No,Yes,N/A,N/A,https://www.youtube.com/embed/H_CJXuMxc8U?start=0&end=120
24,Crazy Rich Asians Mahjong Scene,https://www.youtube.com/watch?v=H_CJXuMxc8U,0,2:00,2:00,What is Rachel’s intention by inviting Eleanor to play mahjong?,Rachel wants to meet with Eleanor in a neutral space to have an important discussion,Rachel wants to impress Eleanor by beating her in mahjong.,Rachel is intimidated by Eleanor and wants to be friends.,Rachel wants to have a friendly chat with Eleanor.,https://www.youtube.com/embed/H_CJXuMxc8U?start=0&end=120
24,Crazy Rich Asians Mahjong Scene,https://www.youtube.com/watch?v=H_CJXuMxc8U,0,2:00,2:00,Why is it powerful that Eleanor says “my mother taught me too”?,Eleanor is one-upping Rachel when she makes a better move in the game.,Eleanor wants to mock Rachel in front of the other ladies.,Eleanor is simply stating that she also learned mahjong from her mother.,Eleanor wants to help Rachel,https://www.youtube.com/embed/H_CJXuMxc8U?start=0&end=120
24,Crazy Rich Asians Mahjong Scene,https://www.youtube.com/watch?v=H_CJXuMxc8U,0,2:00,2:00,"In the beginning of the scene, when they are setting up the game, what does the facial expression between Eleanor and Rachel tell us?",Rachel is on edge and Eleanor is tense.,Rachel is excited and Eleanor is not.,Rachel is scared and Eleanor is scared.,Rachel is worried and Eleanor is excited.,https://www.youtube.com/embed/H_CJXuMxc8U?start=0&end=120
24,Crazy Rich Asians Mahjong Scene,https://www.youtube.com/watch?v=H_CJXuMxc8U,0,2:00,2:00,What word could you use to describe Eleanor’s tone towards Rachel?,Condescending,Worried,Bossy,Nervous,https://www.youtube.com/embed/H_CJXuMxc8U?start=0&end=120
24,Crazy Rich Asians Mahjong Scene,https://www.youtube.com/watch?v=H_CJXuMxc8U,0,2:00,2:00,What can we infer about Rachel’s facial expression when Eleanor says she is a foreigner?,Rachel is taken aback.,Rachel expected this remark and remains unphased.,Rachel is disappointed.,Rachel’s facial expression is blank.,https://www.youtube.com/embed/H_CJXuMxc8U?start=0&end=120
24,Crazy Rich Asians Mahjong Scene,https://www.youtube.com/watch?v=H_CJXuMxc8U,0,2:00,2:00,What does the eye contact emphasize about the two’s relationship?,The back and forth eye contact emphasizes that there is tension in the relationship.,They want to look at each other.,They are scared of each other.,They wanted to be friends.,https://www.youtube.com/embed/H_CJXuMxc8U?start=0&end=120
25,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,What does the tone from Akeelah’s voice convey when she begins to spell “staphylococci”?,Confidence,Anger,Worry,Frustration,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
25,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,"When the gardener interrupts Akeelah to tell her there is no “f’ in the word, what would you guess is most likely going through Akeelah’s head?",She is annoyed because she thought she could spell the word but also impressed that the gardener is so intelligent.,She is frustrated that she got the word spelling incorrect.,She is angry that the gardener interrupted her.,She is excited to have a new teacher.,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
25,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,What is Akeelah’s reaction when the gardener tells her to leave the “ghetto talk outside”?,She is taken aback.,Akeelah is understanding.,Akeelah ignores him.,She agrees with him.,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
25,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,What is the best way to describe the relationship between the gardener and Akeelah?,mentor/student,Friends,father/daughter,Enemies,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
25,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,How does Akeelah’s attitude change when the gardener tells her she can leave?,Akeelah becomes irate and defensive.,Akeelah happily listens to the gardener and leaves.,Akeelah is emotional and sad.,Akeelah becomes angry.,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
25,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,What can we infer from the gardener’s non-verbal cues towards the end of the scene?,He is listening but standing his ground.,It is hard to tell what the gardener is thinking.,N/A,The gardener is ignoring Akeelah.,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
25,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,What is the general tone throughout the scene?,"Tense yet, positive. ",Tense and negative.,Sad,Happy,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
25,Akeelah and the Bee,https://www.youtube.com/watch?v=WdDUhHl-BzM,0,2:04,2:04,What can we assume about Akeelah from this scene?,She is confident and eager to learn.,She is annoying and difficult to be around.,She is unintelligent.,She is humorous.,https://www.youtube.com/embed/WdDUhHl-BzM?start=0&end=124
26,Moana Hei Hei Scene,https://www.youtube.com/watch?v=__kM48y-KAg,0:28,2:05,1:37,"In the beginning of the scene, what emotion does Moana exhibit when she hears the interrupting noise?",Worry that something is wrong with her boat.,Excitement,Frustration that something is interrupting her,Nervousness,https://www.youtube.com/embed/__kM48y-KAg?start=28&end=125
26,Moana Hei Hei Scene,https://www.youtube.com/watch?v=__kM48y-KAg,0:28,2:05,1:37,"When the coconut appears, what is Moana’s reaction?",She is scared but inquisitive.,She is terrified.,She is excited and grateful.,She is not intrigued and ignores it.,https://www.youtube.com/embed/__kM48y-KAg?start=28&end=125
26,Moana Hei Hei Scene,https://www.youtube.com/watch?v=__kM48y-KAg,0:28,2:05,1:37,What is the relationship between Moana and Hei Hei?,They are friendly.,They do not know each other.,Moana despises Hei Hei.,Hei Hei is scared of Moana.,https://www.youtube.com/embed/__kM48y-KAg?start=28&end=125
26,Moana Hei Hei Scene,https://www.youtube.com/watch?v=__kM48y-KAg,0:28,2:05,1:37,What word best describes Hei Hei in this scene.,Unaware,Angry,Comical,Kind,https://www.youtube.com/embed/__kM48y-KAg?start=28&end=125
26,Moana Hei Hei Scene,https://www.youtube.com/watch?v=__kM48y-KAg,0:28,2:05,1:37,"When Hei Hei realizes he is in the middle of the ocean, how does his reaction change?",He is terrified.,He is excited to be in the water.,He is annoyed.,He is amused.,https://www.youtube.com/embed/__kM48y-KAg?start=28&end=125
26,Moana Hei Hei Scene,https://www.youtube.com/watch?v=__kM48y-KAg,0:28,2:05,1:37,How would you describe Moana’s personality in dealing with Hei Hei?,Motherly and responsible.,Angry and irate.,Negligent and irresponsible.,Worried and anxious.,https://www.youtube.com/embed/__kM48y-KAg?start=28&end=125
26,Moana Hei Hei Scene,https://www.youtube.com/watch?v=__kM48y-KAg,0:28,2:05,1:37,"After Moana saves Hei Hei and is back on the boat, what does Moana’s body language and expression tell us? ",She is frustrated with Hei Hei.,She thinks Hei Hei is funny.,She is worried about Hei Hei’s livelihood.,She does not want to be friends with Hei Hei anymore.,https://www.youtube.com/embed/__kM48y-KAg?start=28&end=125
26,Moana Hei Hei Scene,https://www.youtube.com/watch?v=__kM48y-KAg,0:28,2:05,1:37,What word could you use to describe the overall scene?,Lighthearted,Ominous,Nerve Wracking,N/A,https://www.youtube.com/embed/__kM48y-KAg?start=28&end=125
27,The Karate Kid Everything is Kung Fu Scene,https://www.youtube.com/watch?v=vlrC7Ue_VxY,0,1:35,1:35,What is the relationship between Mr. Han and the small child (dre)?,Mentor and trainee,Strangers,Father and son,Friends,https://www.youtube.com/embed/vlrC7Ue_VxY?start=0&end=95
27,The Karate Kid Everything is Kung Fu Scene,https://www.youtube.com/watch?v=vlrC7Ue_VxY,0,1:35,1:35,What style of leadership does Mr. Han evoke?,Authoritative,Democratic,Messy,Disorganized,https://www.youtube.com/embed/vlrC7Ue_VxY?start=0&end=95
27,The Karate Kid Everything is Kung Fu Scene,https://www.youtube.com/watch?v=vlrC7Ue_VxY,0,1:35,1:35,"In the beginning of the scene, what emotion does Dre evoke?",Frustration and tiredness,Happiness and excitement,Anger and rage,Loneliness and sadness,https://www.youtube.com/embed/vlrC7Ue_VxY?start=0&end=95
27,The Karate Kid Everything is Kung Fu Scene,https://www.youtube.com/watch?v=vlrC7Ue_VxY,0,1:35,1:35,What is the most likely explanation for why Dre continues to obey Mr. Han?,Dre believes that Mr. Han can still teach him something.,Mr. Han is scary.,N/A,Dre thinks that he can leave sooner if he just obeys Mr. Han.,https://www.youtube.com/embed/vlrC7Ue_VxY?start=0&end=95
27,The Karate Kid Everything is Kung Fu Scene,https://www.youtube.com/watch?v=vlrC7Ue_VxY,0,1:35,1:35,"When Mr. Han swipes the jacket from Dre, what does Dre’s facial expression tell us?",Dre is confused and surprised.,Dre thinks Mr. Han is mean,Dre knows what Mr. Han is trying to do.,Dre becomes anxious and sad.,https://www.youtube.com/embed/vlrC7Ue_VxY?start=0&end=95
27,The Karate Kid Everything is Kung Fu Scene,https://www.youtube.com/watch?v=vlrC7Ue_VxY,0,1:35,1:35,The change in music of the scene switches the tone to what kind of feeling?,Hopeful and exciting,Ominous and nerve wracking,Depressing and anxious,Sad and Dejected,https://www.youtube.com/embed/vlrC7Ue_VxY?start=0&end=95
27,The Karate Kid Everything is Kung Fu Scene,https://www.youtube.com/watch?v=vlrC7Ue_VxY,0,1:35,1:35,When Dre says “Wooo Mr. Han” what do you think Dre is conveying?,Dre has had a change of heart and is impressed by Mr. Han,Dre is tired from fighting with Mr. Han,Dre is scared that Mr. Han will beat him in the fight,Dre thinks that Mr. Han is unbeatable,https://www.youtube.com/embed/vlrC7Ue_VxY?start=0&end=95
27,The Karate Kid Everything is Kung Fu Scene,https://www.youtube.com/watch?v=vlrC7Ue_VxY,0,1:35,1:35,"When the lesson/fight begins, what best describes Dre’s reaction?",Dre is eager to learn from Mr. Han,Dre is worries about fighting Mr. Han,Dre is untrusting of Mr. Han’s teaching methods,Dre is scared of Mr. Han,https://www.youtube.com/embed/vlrC7Ue_VxY?start=0&end=95
28,Incredibles 2 Scene,https://www.youtube.com/watch?v=8O3UOUrB0U4,1:02,1:54,0:52,What is the relationship between Bob and Elastigirl in the beginning of the scene?,Husband and wife,Friends,Employees,Enemies,https://www.youtube.com/embed/8O3UOUrB0U4?start=62&end=114
28,Incredibles 2 Scene,https://www.youtube.com/watch?v=8O3UOUrB0U4,1:02,1:54,0:52,What is Bob’s reaction to Frozone saving the monorail?,Bob is excited that Frozone helped him out.,Bob is annoyed that Frozone stole his moment of fame.,Bob is angry that Frozone did something dangerous.,Bob is worried that Frozone’s ice powers won’t last forever.,https://www.youtube.com/embed/8O3UOUrB0U4?start=62&end=114
28,Incredibles 2 Scene,https://www.youtube.com/watch?v=8O3UOUrB0U4,1:02,1:54,0:52,What is the overall feeling throughout the scene?,Worrying yet thrilling,Happy yet frustrating,Ominous yet funny,Can’t tell,https://www.youtube.com/embed/8O3UOUrB0U4?start=62&end=114
28,Incredibles 2 Scene,https://www.youtube.com/watch?v=8O3UOUrB0U4,1:02,1:54,0:52,Are the powers possessed by the different members of the scene realistic? Do people in real life act like this?,"No, the powers are fantastical and not realistic","Yes, this is an accurate portrayal of something that could happen today.",N/A,N/A,https://www.youtube.com/embed/8O3UOUrB0U4?start=62&end=114
28,Incredibles 2 Scene,https://www.youtube.com/watch?v=8O3UOUrB0U4,1:02,1:54,0:52,What feeling does the Grandma display?,Graciousness for being saved,Annoyance due to the situation,Thrill because of the chaos happening,Excitement that she made a new friend,https://www.youtube.com/embed/8O3UOUrB0U4?start=62&end=114
28,Incredibles 2 Scene,https://www.youtube.com/watch?v=8O3UOUrB0U4,1:02,1:54,0:52,What word is best used to describe the teenage boys expression when he realizes he has to take care of his baby brother?,Annoyance,Happiness,Anger,Sorrow,https://www.youtube.com/embed/8O3UOUrB0U4?start=62&end=114
28,Incredibles 2 Scene,https://www.youtube.com/watch?v=8O3UOUrB0U4,1:02,1:54,0:52,What emotion would you guess all background people are feeling in the situation?,Excitement,Fear,Confusion,Anger,https://www.youtube.com/embed/8O3UOUrB0U4?start=62&end=114
28,Incredibles 2 Scene,https://www.youtube.com/watch?v=8O3UOUrB0U4,1:02,1:54,0:52,Would you say that the family of heroes work well together in general?,"Yes, because they all have distinguished roles","Yes, because they are strong","No, because they all want to be the ultimate hero","No, because they are all useless in their roles",https://www.youtube.com/embed/8O3UOUrB0U4?start=62&end=114
29,Bridesmaids Best Friends Speech Scene,https://www.youtube.com/watch?v=7bJu1fjIkGY,0,2:12,2:12,What is the setting of this scene?,Wedding,Birthday party,Office event,House party,https://www.youtube.com/embed/7bJu1fjIkGY?start=0&end=132
29,Bridesmaids Best Friends Speech Scene,https://www.youtube.com/watch?v=7bJu1fjIkGY,0,2:12,2:12,What is the relationship between Annie and Lillian?,Best friends,Sisters,Co-workers,Enemies,https://www.youtube.com/embed/7bJu1fjIkGY?start=0&end=132
29,Bridesmaids Best Friends Speech Scene,https://www.youtube.com/watch?v=7bJu1fjIkGY,0,2:12,2:12,How would you describe Annie as she begins to deliver her speech?,Slightly nervous,Over confident,Excited,Sad,https://www.youtube.com/embed/7bJu1fjIkGY?start=0&end=132
29,Bridesmaids Best Friends Speech Scene,https://www.youtube.com/watch?v=7bJu1fjIkGY,0,2:12,2:12,What phrase least describes Helen’s speech?,Depressing,Showboat,Heartfelt,Humourous,https://www.youtube.com/embed/7bJu1fjIkGY?start=0&end=132
29,Bridesmaids Best Friends Speech Scene,https://www.youtube.com/watch?v=7bJu1fjIkGY,0,2:12,2:12,"From the crowd’s reaction, who would you say gave a better speech?",Helen,Annie,N/A,N/A,https://www.youtube.com/embed/7bJu1fjIkGY?start=0&end=132
29,Bridesmaids Best Friends Speech Scene,https://www.youtube.com/watch?v=7bJu1fjIkGY,0,2:12,2:12,"Throughout Helen’s speech, what would you guess Annie feels?",Annie is worried that her speech was not as good as Helen’s.,Annie thinks her speech was clearly better than Helen’s.,Annie feels happy that her speech is finally over.,Annie is excited that she was the maid of honor.,https://www.youtube.com/embed/7bJu1fjIkGY?start=0&end=132
