
incorrect,The man asked her to count the number of vowels in a word.
incorrect,The man asked her to follow him around and help him with gardening.
incorrect,The man asked her to talk to him about her studies in school and told her to stop spending time with people who are a bad influence on her.
correct,The man asked her to spell a word initially and then asked her to speak properly.
question-tags

question-text,What is the man doing while talking to the girl?
incorrect,The man is taking out his trash.
incorrect,The man is paving his driveway.
correct,The man is gardening.
incorrect,The man is taking a stroll.
question-tags

question-text,What might be the relationship between the man and the girl?
correct,He is her coach for the Spelling Bee.
incorrect,He is her next door neighbor.
incorrect,He's her father.
incorrect,He is her uncle.
question-tags

question-text,What did the man hope to achieve in this scene?
correct,He hoped she would get more serious about the Spelling Bee and also to get her to speak properly.
incorrect,He hoped that she would help him with gardening.
incorrect,She would win the soccer game
incorrect,He wanted to lower her self esteem by being mean to her.
question-tags

question-text,Why does he ask her to spell a really hard word?
incorrect,To show that he knows many hard words.
correct,To show that she has much to learn in terms of spelling words.
incorrect,To show her that she is a poor speller so she will cry.
incorrect,To prove to her that she cannot win a spelling bee.
question-tags

question-text,What does the man want the girl to do besides have good spelling skills?
incorrect,He wants her to walk properly.
incorrect,He wants her to know very much about history.
incorrect,He wants her to become an expert gardener.
correct,He wants her to speak properly.
question-tags

question-text,Why does the girl have trouble understanding the man's criticism?
incorrect,She doesn't think history lessons is important.
incorrect,She doesn't understand the French language he is speaking in.
incorrect,She doesn't like how rude he is to her.
correct,She doesn't think speaking properly is important
question-tags

question-text,Why does the man ask the girl to speak properly?
incorrect,He wants her to win a debate competition.
correct,He wants her to be prepared for a spelling competition.
incorrect,He wants her to speak more like a proper lady.
incorrect,He wants her to be a good role model for others.
question-tags

end of quiz

clip-title,Back to the Future - I'm from the Future
description
thumbnail
img
src,https://www.youtube.com/embed/SR5BfQ4rEqQ?start=90&end=172
clip-tags

question-text,Why does the boy tell the story of the flux capactior to the old man?
incorrect,So the old man will go away.
incorrect,To let the old man know that he is being watched at all times.
incorrect,He thinks it is a funny story.
correct,To prove that he is speaking the truth about travelling through time.
question-tags

question-text,"As mentioned by the boy, who was president of USA in 1985?"
incorrect,Jimmy Carter
incorrect,Donald Trump
incorrect,Richard Nixon
correct,Ronald Reagan
question-tags

question-text,Why does the old man open the door that he just closed after hearing the flux capacitor story from the boy?
incorrect,He now knows that they young man has stolen his idea for the flux capacitor.
incorrect,He forgot his keys.
incorrect,He wants to look at it again.
correct,He now knows the young man is telling the truth.
question-tags

question-text,Why does the old man walk away from the boy to the garage and shut the door?
incorrect,Because he believes the boy but doesn't want the boy to know that.
incorrect,Because he had to go water his plants inside.
correct,Because he doesn't believe the boy and doesn't want to talk to him any more.
incorrect,Because he has to take out the trash.
question-tags

question-text,Why does the young man show the old man the picture?
incorrect,To show off his siblings.
incorrect,To show him his family.
correct,To prove that he is from the future.
incorrect,To prove that he is from the past.
question-tags

question-text,Why doesn't the old man believe the young man's story about where he is from?
incorrect,Because the young man agreed that Jerry Lewis was Vice President in 1985.
incorrect,Because he is sure he knows the kid from somewhere.
incorrect,Because he always lies.
correct,Because he doesn't think it's possible to travel through time as he has not yet invented a time machine.
question-tags

question-text,What class year was shown on the shirt in the picture?
incorrect,1974
correct,1984
incorrect,1985
incorrect,2010
question-tags

end of quiz

clip-title,Caroline - Caroline's Other Parents
description
thumbnail
img
src,https://www.youtube.com/embed/wyaGIaJsmTg?start=0&end=45
clip-tags

question-text,Why does the daughter walk out of the kitchen?
incorrect,To go back to bed.
incorrect,To get out of the house.
incorrect,To go the bathroom.
correct,To go see her father.
question-tags

question-text,Why does the daughter point to her eye?
correct,The mother has buttons for eyes.
incorrect,The mother has no eyes
incorrect,There's something in her eye
incorrect,Because her eyes are red
question-tags

question-text,How did the mother explain herself to Coraline?
incorrect,That she is her aunt with square eyes
incorrect,That she was a ghost
correct,That she's Caroline's other mother and that she has button eyes.
incorrect,That Coraline is dreaming
question-tags

question-text,What did the mother take out of the oven?
incorrect,A rack of lamb.
incorrect,Broccoli
correct,Roasted Chicken
incorrect,Apple pie.
question-tags

question-text,What kind of mitten did the mother put on?
incorrect,Cat-shaped mittens
correct,Chicken-shaped oven mitten
incorrect,Black leather mitten
incorrect,Pink mittens
question-tags

question-text,Why was the daughter shocked?
correct,Her mother's eyes were buttons
incorrect,Her mother never cooks.
incorrect,Her mother was missing hands
incorrect,Because her mother had blonde hair
question-tags

question-text,How does the daughter feel after the conversation?
incorrect,Happy and excited
incorrect,She is mad and angry.
incorrect,Calm and relaxed.
correct,She feels confused and scared.
question-tags

end of quiz

clip-title,Cat's Meow
description
thumbnail
img
src,https://www.youtube.com/embed/wOUgRif7JRc?start=0&end=40
clip-tags

question-text,Why did the man remove the cat from the room?
incorrect,The cat was purring loudly.
correct,"Because the cat attacked, scratching his face."
incorrect,Because the cat wanted to go outside.
incorrect,Because the cat spilled its food.
question-tags

question-text,Why did the cat throw the balls at it's owner?
incorrect,The cat was bored
incorrect,The cat wanted to play.
incorrect,The cat didn't like the taste of its food.
correct,The cat was upset because the man took its hat and woke it up.
question-tags

question-text,Where did the man put the cat in the end?
incorrect,In the garage.
incorrect,In his bedroom.
incorrect,The bathroom
correct,He threw the cat in the cleaning closet.
question-tags

question-text,What was the cat sleeping on in the clip?
incorrect,The cat was sleeping on it's bed.
incorrect,The owner's bed.
correct,The cat was sleeping on the man's hat.
incorrect,The cat was sleeping on the couch.
question-tags

question-text,Why would the cat be upset at what happened?
incorrect,Because the owner took away its food.
correct,Because the cat was sleeping on the hat which was comfortable.
incorrect,Because the cat was in the middle of watching TV.
incorrect,Because the man took its toys.
question-tags

question-text,What did the man take from the cat?
incorrect,The cat's collar.
incorrect,The cat's toy.
correct,His own hat.
incorrect,His food
question-tags

question-text,How did the man feel when the cat jumped on him?
incorrect,He felt relaxed
incorrect,He thought it was funny.
correct,He felt angry at the cat
incorrect,He felt happy.
question-tags

question-text,What color was the cat in the clip?
incorrect,Blue
incorrect,Yellow
correct,Dark grey
incorrect,Red
question-tags

end of quiz

clip-title,Hidden Figures - You Are the Boss
description
thumbnail
img
src,https://www.youtube.com/embed/sQLYZ0Uxxvg?start=0&end=56
clip-tags

question-text,Who is against her being a part of the hearing?
incorrect,All the other women
correct,Paul and potentially the other men in the room at the hearing.
incorrect,The president is against her being in the hearing.
incorrect,Nobody
question-tags

question-text,What does the woman want to be a part of?
incorrect,She wants to be part of the men's golf outing.
correct,She wants to be a part of the Pentagon briefing.
incorrect,She wants to be part of the weekly poker game
incorrect,She wants to be part of the party planning committee
question-tags

question-text,Why does Paul object to her being in the hearing?
incorrect,Because there isn't enough room for her to be in the meeting.
correct,That the woman doesn't have the necessary clearance and that there is no protocol for a woman being involved.
incorrect,Because she can't keep secrets.
incorrect,Because she is not qualified.
question-tags

question-text,Why does the woman need to be in the hearing?
incorrect,Because she needs to relay some important information to the team.
correct,She cannot be effective in her work without direct access to the information that gets updated frequently at this briefing.
incorrect,Because she needs to take notes for the men.
incorrect,She wants to get in so she can spy on the people in the hearing.
question-tags

question-text,What is the name of the man who walks in to talk to the woman?
incorrect,Mr. Johnson
incorrect,Mr. Savage
correct,Mr. Harrison
incorrect,Mr. Peterson
question-tags

question-text,What might Paul be thinking?
incorrect,Paul is upset because he has had an affair with the women and is scared she might tell.
incorrect,He might be thinking that he needs to invite all the women to the meeting
correct,Paul might be upset that the woman is being inappropriate for asking to be included in the Pentagon briefing.
incorrect,Paul might be thinking that the woman deserves to be in charge of everyone
question-tags

end of quiz

clip-title,It's Kind of a Funny Story - Rooftop Scene
description
thumbnail
img
src,https://www.youtube.com/embed/UNTZVGzrIGg?start=0&end=57
clip-tags

question-text,What was written on the girl's shirt?
incorrect,I love boys
incorrect,"Live, laugh, love."
correct,I hate boys
incorrect,I love unicorns.
question-tags

question-text,Why does the boy stop the girl from walking away?
incorrect,He likes to control her.
incorrect,Hecause he wanted to ask her for some lunch money
correct,He really likes her and wants to confess his affection.
incorrect,She took something from him.
question-tags

question-text,Why did he apologize?
correct,He was talking to another girl the day before and didn't want this girl to believe that he's trying to make her jealous.
incorrect,He farted.
incorrect,he made fun of her behind her back.
incorrect,he kissed another girl.
question-tags

question-text,Why did the girl try to walk away?
incorrect,She had to use the restroom.
correct,She is frustrated that the guy is not being straight forward with his feelings toward her.
incorrect,She was late for class.
incorrect,She forgot something and had to go get it.
question-tags

question-text,How might the girl feel about the boy?
incorrect,She is indifferent towards him.
incorrect,She wants him to stop bothering her.
incorrect,She hates him.
correct,She likes him and might be jealous of his interactions with the other girl he mentioned.
question-tags

question-text,What does the boy like about the girl?
incorrect,He likes how wealthy she is.
correct,He likes that she's open to showing her faults and he feels comfortable around her.
incorrect,He likes how smart she is.
incorrect,He likes the way she dresses.
question-tags

question-text,What do you think the girl will choose to do after this conversation?
incorrect,She will spit on him.
incorrect,She'll report him to the principal.
correct,She might agree to see this boy.
incorrect,She might tell him to never talk to her again
question-tags

end of quiz

clip-title,Julie & Julia - A Quick Learner
description
thumbnail
img
src,https://www.youtube.com/embed/AsR-WnELodI?start=0&end=65
clip-tags

question-text,"In the beginning of the cliip, what are the students learning to do?"
incorrect,Learning to make steak
correct,Learning to boil eggs.
incorrect,Learning to cut with a knife
incorrect,Learning to scramble eggs
question-tags

question-text,What is Julie told she will never be?
incorrect,A good wife
correct,A professional cook.
incorrect,A lawyer
incorrect,As good as a man
question-tags

question-text,Why might Julia be interested in the more advanced class?
incorrect,She wants to be a home cook
incorrect,Because it's easier.
correct,Because she wants to be a professional chef.
incorrect,Because it's cheaper.
question-tags

question-text,Why might the woman at the desk believe Julia would not be interested in the other class?
incorrect,It's too hard.
incorrect,It's taught at night.
correct,"It's all men, all GIs, and very expensive"
incorrect,Because Julia already knows everything about cooking.
question-tags

question-text,Why does Julia go to talk to the other woman at the desk?
correct,To enroll in a more advanced class
incorrect,To say she likes this class.
incorrect,So she can complain about her instructor.
incorrect,To get a refund.
question-tags

question-text,Why does Julia dislike her current class?
correct,She feels that it is not challenging enough and she is not learning anything she doesn't already know.
incorrect,She thinks it's too expensive.
incorrect,Because it is too hard for her to understand
incorrect,She doesn't like the teacher
question-tags

question-text,What should you first ensure about the egg before using it?
incorrect,That it is brown
incorrect,That it's not cracked
correct,That the egg is fresh.
incorrect,That it's a chicken egg
question-tags

end of quiz

clip-title,My Shoes
description
thumbnail
img
src,https://www.youtube.com/embed/uofFHeP-9zM?start=96&end=166
clip-tags

question-text,How would the poor kid feel if their bodies could switch back?
incorrect,become friends with the other boy.
correct,He would probably feel thankful for being able to walk again.
incorrect,need new shoes.
incorrect,he would probably miss having a loving family
question-tags

question-text,Why did the poor kid wish to be like the other kid?
incorrect,the other kid had a loving family
incorrect,to look clean.
correct,The other kid had nicer shoes and clothes.
incorrect,for nice shoes.
question-tags

question-text,What was the poor kid wearing?
incorrect,New gym shoes.
correct,"Tattered white sneakers, ripped brown trousers, and a white shirt"
incorrect,"A long t-shirt, no pants"
incorrect,Swim trunks
question-tags

question-text,Who did the poor kid turn into?
incorrect,a kid on a bench.
correct,He turned in to the boy with nicer clothes.
incorrect,the kid sitting alone.
incorrect,the kid waiting.
question-tags

question-text,What did the poor kid find out after turning into the other kid?
incorrect,That the other kid was sick and dying.
correct,That the other kid was disabled and couldn't walk
incorrect,The other kid's parents beat him
incorrect,He was bored.
question-tags

end of quiz

clip-title,Soar
description
thumbnail
img
src,https://www.youtube.com/embed/UUlaseGrkLc?start=35&end=88
clip-tags

question-text,Why did the big kid look so sad at the beginning of the video?
correct,They didn't know how to build an airplane.
incorrect,He was hungry and he forgot to bring his picnic basket.
incorrect,Because he had no friends.
incorrect,He was lost and wanted to go back home.
question-tags

question-text,"At the beginning of the clip, what was the big kid looking at?"
incorrect,a dinner menu
incorrect,A booklet for a game
correct,A piece of paper for the design of an airplane.
incorrect,He was looking at a horse.
question-tags

question-text,What fell onto the big kid's head?
incorrect,bird poop
incorrect,An apple fell from a tree.
incorrect,an acorn
correct,A small duffel bag
question-tags

question-text,What happened that surprised the big kid?
correct,A mini plane crashed and a little person got out.
incorrect,He saw an explosion in the distance.
incorrect,A helicopter landed behind him.
incorrect,A squirrel fell in his lap.
question-tags

question-text,"When the little person picked up the pencil, what could they have been thinking?"
incorrect,They wanted to draw a picture.
correct,They were scared and thought the big person was going to hurt them.
incorrect,They wanted to turn their plane into a rocket.
incorrect,They were thinking that they wanted to write a letter with it.
question-tags

question-text,What was the boy thinking when he saw the little person come out of the airplane?
incorrect,He thought it looked like his brother.
correct,He was thinking this was unbelievable.
incorrect,He thought it was funny.
incorrect,He thought it was frightening.
question-tags

question-text,Why did the big kid take a picture of the little person?
incorrect,The big kid took a picture of the little person so he could add it to his photo album.
incorrect,The big kid took a picture of the little person so he could have the little person could sign it for him.
correct,The big kid took a picture of the little person because the little person was very unusual and unbelievable.
incorrect,They posed waiting for a photo.
question-tags

end of quiz

clip-title,The Help - Minny Comes to Work for Celia
description
thumbnail
img
src,https://www.youtube.com/embed/X8I-42zG-JQ?start=0&end=41
clip-tags

question-text,Why does Celia want a maid?
incorrect,Because she is too ill to do all the work herself
incorrect,because she is so busy with her job as a lawyer
incorrect,because her husband told her to get one
correct,To make her husband think she is cleaning the house herself.
question-tags

question-text,What does the maid think of the wife?
incorrect,she thinks she is poor
correct,"She might think that the wife is, spoiled, lazy, and deceptive."
incorrect,she thinks she loves to clean and cook
incorrect,She thinks she is very busy with keeping up the household chores
question-tags

question-text,Why would she want the maid to work those specific hours?
incorrect,Because they are the most convenient for the maid
correct,She doesn't want her husband to find out about the maid.
incorrect,Because those are the hours that the kids will be asleep.
incorrect,Because those are the hours that she will be away from the house.
question-tags

question-text,What days does the maid work?
incorrect,Every day
incorrect,Friday and Satuday
incorrect,not on weekends.
correct,Sunday through Friday
question-tags

question-text,What hours was the maid supposed to work?
incorrect,before 4.
incorrect,after 9.
correct,9 to 4
incorrect,during the day.
question-tags

end of quiz

clip-title,The Wishgranter
description
thumbnail
img
src,https://www.youtube.com/embed/zON0wDD7VJY?start=62&end=112
clip-tags

question-text,Why were they throwing coins in the fountain?
incorrect,To try and hit fish in the fountain
incorrect,They were getting rid of extra change.
incorrect,"They didn't mean to, the coin slipped"
correct,They were making wishes.
question-tags

question-text,What did the man and woman throw in the fountain?
incorrect,They each threw a handful of coins.
correct,They each threw a single gold coin.
incorrect,Each threw a rose
incorrect,They each threw a dollar bill.
question-tags

question-text,What clogged the pipe of the fountain?
correct,The two coins clogged the pipe of the fountain.
incorrect,A fish that got stuck
incorrect,Mud was stuck in the pipe and clogged it.
incorrect,A hairball clogged the pipe.
question-tags

question-text,What was likely their wish?
incorrect,To be rich
correct,To find a romantic partner
incorrect,To get more coins from the fountain
incorrect,To move to antarctica.
question-tags

question-text,How did the creature feel knowing that the machine malfunctioned and didn't grant the wish?
incorrect,He was bored and didn't care
incorrect,The creature danced with glee while looking through the periscope.
incorrect,The creature thought it was funny and laughed out loud.
correct,"The creature was worried and panicked, looking through the periscope to see what happened."
question-tags

question-text,How do the woman and the man feel when they threw coins into the fountain?
incorrect,They were scared and covered their faces.
incorrect,They were suspicious and didn't trust anything.
incorrect,They are eager to dispose of the coins
correct,They are hopeful that their wish will be granted.
question-tags

question-text,How did the woman and man probably feel after their wish wasn't granted?
correct,They were disappointed.
incorrect,They were angry at the fountain
incorrect,"They weren't interested in meeting anyways, so they didn't care."
incorrect,They were very happy to not have their wish granted.
question-tags

end of quiz

clip-title,Wonder - Two Things About Yourself
description
thumbnail
img
src,https://www.youtube.com/embed/zJMCctR8ivc?start=0&end=63
clip-tags

question-text,Why doesn't the teacher want Julian to answer the boy's question about the game?
incorrect,He thought the boy's question was mean.
incorrect,He doesn't want to spoil the game for the other students.
incorrect,He wants to go home early.
correct,He wants the class to focus on questions that can help students get to know each other.
question-tags

question-text,Why doesn't the last student not want to tell the class two things about them?
incorrect,His mom told him not to talk to anyone.
correct,He might be embarrassed by his scars.
incorrect,He isn't supposed to be in the class.
incorrect,He cannot speak English.
question-tags

question-text,What does the teacher want each student to do?
incorrect,To do their homework.
incorrect,Tell the class what their parents do.
incorrect,Write their name on the board.
correct,Say two things that they think everyone should know about them
question-tags

question-text,Why do you think the teacher wants to call on the student who has scars on their face?
incorrect,Because the teacher is going through the room alphabetically.
incorrect,So everyone can laugh at him.
correct,Because the teacher thinks he might have an interesting story and wants to include him in the discussion so that he does not feel left out even though he looks different
incorrect,Because the teacher thinks the student wasn't paying attention.
question-tags

question-text,What does Julian think about the game Battleground Mystic?
incorrect,He thinks that it is only for girls.
incorrect,He hates it.
incorrect,He thinks it's boring.
correct,He thinks it's awesome.
question-tags

question-text,Which kind of table did Julian get this summer?
correct,A ping pong table
incorrect,A pool table.
incorrect,A massage table.
incorrect,A picnic table.
question-tags

question-text,Why did the teacher start teaching?
correct,It was his dream to become a teacher
incorrect,He wanted the summers off.
incorrect,His mom told him to.
incorrect,To be rich.
question-tags

question-text,Where did the teacher do before following his dream to teach?
correct,He used to work on Wall Street
incorrect,He was a journalist.
incorrect,He used to sell Ice Cream.
incorrect,He played baseball for the New York Yankees.
question-tags

end of quiz

clip-title,You've Got Mail - Just Call Me Joe
description
thumbnail
img
src,https://www.youtube.com/embed/to-69CP_lYs?start=0&end=57
clip-tags

question-text,How might Joe feel about Kathleen?
incorrect,He thinks she looks like his sister.
incorrect,He wants to be friends.
incorrect,He doesn't like her.
correct,He might be interested in her romantically.
question-tags

question-text,Where does the scene take place?
incorrect,The scene is in a library.
correct,The scene takes place in a bookstore
incorrect,The scene is in the woman's house.
incorrect,The scene is in a toy store.
question-tags

question-text,Why does Joe ask Kathleen who she is?
incorrect,because he though he saw her on the news
incorrect,because he thinks she is famous
incorrect,Because he thought he knew her.
correct,He wants to get to know her because he likes her.
question-tags

question-text,What is the female character's name?
incorrect,Susan Reid.
correct,Kathleen Kelly
incorrect,Abigail Adards
incorrect,Lisa Lorkle
question-tags

question-text,Why does the man make the kids go read books in this clip?
incorrect,He wants to share books with them.
incorrect,He wants them to be quiet.
correct,Because he wants to talk to the woman uninterrupted and that he doesn't want the kids to tell Kathleen that he owned a rival store.
incorrect,He wants them to learn something.
question-tags

end of quiz

clip-title,Bao
description
thumbnail
img
src,https://www.youtube.com/embed/cB_2qU4GLCw?start=0&end=49
clip-tags

question-text,What does the women prepared for eating?
incorrect,She prepares pizza.
correct,She prepares dumplings.
incorrect,She prepares salad.
incorrect,She prepared spaghetti
question-tags

question-text,What would the woman's husband think of her interacting with a piece of food?
incorrect,He might think she's angry.
incorrect,He might think she's intelligent
incorrect,He doesn't have a wife.
correct,He might think she's not mentally well.
question-tags

question-text,What might the "bao bun" symbolize?
incorrect,The bao bun symbolizes a cow.
incorrect,The bao bun is a cat.
correct,The bao bun symbolizes a baby.
incorrect,The bao bun symbolizes wealth
question-tags

question-text,Why does the female character look so sad when the husband leaves?
incorrect,The wife is angry with everyone.
incorrect,The wife looks sad because she is about to eat a meal.
incorrect,The wife looks sad because the husband didn't give her money
correct,The wife looks sad because the husband only grunted a good-bye at her.
question-tags

question-text,Why does the husband eat his food so fast?
incorrect,The husband is very hungry.
incorrect,He has to go to bed
incorrect,He loves the food.
correct,He has to go to work
question-tags

question-text,How many people sit down at the table to eat?
correct,Two people sit at the table
incorrect,Eight people sit at the table
incorrect,Four people sit at the table
incorrect,No one sits at the table.
question-tags

end of quiz

clip-title,Father and Daughter
description
thumbnail
img
src,https://www.youtube.com/embed/CvA4Gn5OudI?start=35&end=80
clip-tags

question-text,What were the man and child riding in the beginning?
correct,They were riding bikes.
incorrect,The were riding motor scooters.
incorrect,Horses
incorrect,They were riding a horse drawn carriage.
question-tags

question-text,Why did the man hug the child?
correct,Because he was going away and would miss him.
incorrect,Because he wanted to make sure the child didn't steal anything.
incorrect,Because he want to see if the child was eating enough.
incorrect,To keep her warm
question-tags

question-text,What did the man do after hugging the child?
incorrect,Runs in a circle
incorrect,He rows his boat in a circle and comes right back.
correct,He rows away in a boat.
incorrect,He goes back and carries the child down the hill and puts her in the boat.
question-tags

question-text,How many people were in this scene?
incorrect,There were three people in the scene
correct,There were two people in this scene.
incorrect,There were four people and two dogs.
incorrect,There was only one person in the scene.
question-tags

question-text,What could the man be thinking as he leaves?
incorrect,Wishing he brought his swimsuit
incorrect,That the fishing would be good
incorrect,He may be thinking that he is glad the child is not coming with him.
correct,He may be thinking that he will miss his child.
question-tags

question-text,What might the child be feeling in this situation?
incorrect,Happy to feel the sunshine
incorrect,Wishing she brought her swimsuit
correct,The child may be feeling sad since the father will be gone.
incorrect,The child will be feeling relieved because her father is gone.
question-tags

end of quiz

clip-title,Mike's New Car
description
thumbnail
img
src,https://www.youtube.com/embed/8leqxfsphhA?start=26&end=71
clip-tags

question-text,Why did Mike get a new car?
incorrect,Because Mike's old car is broken.
incorrect,Because Mike didn't have a car.
correct,Because this car has 6 wheels.
incorrect,Because this was Mike's dream car
question-tags

question-text,What color was Mike new car?
incorrect,Red
correct,Yellow
incorrect,Blue
incorrect,Black
question-tags

question-text,Is Mike happy about his new car in the beginning of the clip?
correct,Yes he's happy about it.
incorrect,Yes. But Mike is having buyer's remorse.
incorrect,No. Mike hates his new car.
incorrect,Mike doesn't care that he has a new car.
question-tags

question-text,Who drove the car?
incorrect,Mike drove the car
incorrect,The car was self-driving.
correct,"Mike was in the drivers seat of the car, but he hadn't driven it yet."
incorrect,Sully had driven the car.
question-tags

question-text,Does Sully think that Mike needed a new car?
incorrect,Yes. He think's Mike needs a new one for work.
correct,No he didn't think he needed one
incorrect,Yes. He believed something was wrong with Mike's old car.
incorrect,"Yes, because Mike collects cars"
question-tags

question-text,Why is Mike annoyed with Sully when he sits in his new car?
incorrect,"Sully is singing aloud, annoying Mike."
incorrect,Because Sully smells.
correct,Because he kept messing with the seat.
incorrect,Because Sully is opening and closing windows.
question-tags

question-text,How many wheels does Mike's new car have?
correct,6 wheels
incorrect,It has 4 wheels.
incorrect,2 wheels
incorrect,13 wheels
question-tags

question-text,What was Sully playing with when he got in Mike
incorrect,He was playing with the side mirrors.
incorrect,He was playing with the radio dials
correct,He was playing with the adjustable seat.
incorrect,He was playing with the stick shift
question-tags

end of quiz

clip-title,Monster-in-Law - Viola and Charlie Face-to-Face
description
thumbnail
img
src,https://www.youtube.com/embed/eB2rmMijS7w?start=95&end=163
clip-tags

question-text,Why does the older woman seem shocked?
incorrect,She didn't know they were getting married.
correct,She didn't know she would be the maid of honor.
incorrect,She just won the lottery.
incorrect,She received some bad news about her husband.
question-tags

question-text,Why did the younger woman give the older woman a box?
correct,To give her a dress.
incorrect,To give her a cake
incorrect,To show her the ring.
incorrect,to give her a necklace
question-tags

question-text,What did the young woman give to the older woman?
incorrect,A ring
incorrect,A purse
correct,A dress.
incorrect,A gold necklace
question-tags

question-text,What was the older woman wearing on her face while talking to the other woman?
correct,Sunglasses
incorrect,A mask
incorrect,War paint
incorrect,Nose rings.
question-tags

question-text,What did the bride ask her future mother-in-law to be in her wedding?
incorrect,An usher
incorrect,Bridesmaid
correct,Matron of honor
incorrect,The ring bearer
question-tags

question-text,Why was the bride giving the older woman a dress?
incorrect,To hem for her bridesmaids
incorrect,Because she borrowed it from the older woman and wanted to return it.
correct,Because she was asking her to be the matron of honor.
incorrect,She wanted her to give it to her daughter.
question-tags

question-text,Is the man okay with this situation?
correct,The man is perfectly okay with the situation and wants her to be the matron of honor
incorrect,He finds it hilarious and stupid.
incorrect,"No, he is confused."
incorrect,He is angry and hates the idea.
question-tags

question-text,What does the older lady think about this turn of events?
correct,I think that the older woman hates her and doesn't want to wear the dress or be the matron of honor
incorrect,She is upset and starts crying.
incorrect,The older woman is excited about being the matron of honor.
incorrect,The older woman is confused because she has never been to a wedding.
question-tags

end of quiz

clip-title,Please Stand By - Script
description
thumbnail
img
src,https://www.youtube.com/embed/dZJquokTMfg?start=0&end=52
clip-tags

question-text,What did the girl want the woman to read?
correct,She wanted her to read a movie script.
incorrect,She wanted her to read a research paper
incorrect,She wanted her to read a song
incorrect,The newspaper.
question-tags

question-text,Does Scottie want to read the script?
incorrect,No. She cannot understand English.
incorrect,Yes. Scottie is a huge fan of hers and will read it.
correct,She probably does not want to read it.
incorrect,Yes. She has been reading it all along in secret.
question-tags

question-text,Do you think the woman who will read the script believes it will be good?
incorrect,"No, she thinks the script will be too short"
incorrect,"Yes, she would enjoy it and read it multiple times"
incorrect,"Yes, she will think the script will be the best"
correct,"No, she will not think that the script will be good."
question-tags

question-text,What does Scottie think of the script?
incorrect,Scottie thinks it will win awards.
incorrect,Scottie thinks the script isn't detailed enough
incorrect,Scottie thinks the script is stolen
correct,Scottie thinks the script is too long.
question-tags

question-text,What did the girl ask Scottie?
incorrect,If she'll help her write a song
incorrect,If she'll help with her homework
correct,If she'll read her movie script.
incorrect,If she'll go to dinner with her
question-tags

end of quiz

clip-title,Raymond and the Fly
description
thumbnail
img
src,https://www.youtube.com/embed/6-R-LyNrAo4?start=0&end=38
clip-tags

question-text,What meat dish did Debra prepare for the meal?
incorrect,Spaghetti
incorrect,Hamburgers
incorrect,Pizza
correct,Chicken
question-tags

question-text,Why did Debra say she liked Angela?
incorrect,Because she speaks four languages.
correct,Because she complimented her cooking
incorrect,Because they went to elementary school together.
incorrect,Because Angela helped Debra find a great investment.
question-tags

question-text,Why does Raymond recommend meeting their parents?
incorrect,They are fun people to meet.
incorrect,In order to teach their parents about international trade.
correct,They are Italian like her parents
incorrect,So they can all go shopping together.
question-tags

question-text,Why does Angela's date tell everyone that Angela speaks four languages?
incorrect,To bore them.
correct,To impress them
incorrect,To make others feel inferior.
incorrect,To make others want to learn more languages.
question-tags

question-text,What does Angela deal with?
incorrect,The stock market
incorrect,Corporate law
correct,International trade
incorrect,Special education
question-tags

question-text,Why does she know all those languages?
correct,"Her parents are Italian, and she studied the other languages."
incorrect,She grew up speaking all of the languages.
incorrect,She learned the languages on her own in elementary school.
incorrect,She travelled the world during school.
question-tags

question-text,How many languages does Angela speak?
correct,Four
incorrect,Three
incorrect,Two. English and Spanish
incorrect,Just English
question-tags

question-text,Why did Angela change the topic to chicken?
incorrect,She didn't want to talk about her job.
correct,Because she was uncomfortable with meeting Raymond's parents.
incorrect,Because the chicken didn't taste good.
incorrect,Because she wanted to learn how the chicken was made.
question-tags

end of quiz

clip-title,The Devil Wears Prada - Andy's Interview
description
thumbnail
img
src,https://www.youtube.com/embed/b2f2Kqt_KcE?start=0&end=60
clip-tags

question-text,What was happening between the two people?
incorrect,They were conducting a sales transaction
incorrect,They were giving each other advice.
correct,They were having a job interview.
incorrect,They were making dinner plans.
question-tags

question-text,What was Andy doing in an office?
incorrect,Going to see her old boss.
incorrect,Andy wanted to buy a new outfit
correct,Interviewing for a job
incorrect,Delivering mail.
question-tags

question-text,What did the interviewee originally come to New York to be?
incorrect,A banker
correct,A journalist
incorrect,A mechanic
incorrect,An actress
question-tags

question-text,"In terms of her role, who was the woman sitting at the desk?"
incorrect,She is the assistant.
incorrect,She was the cashier on her break
correct,She is the boss
incorrect,She is the owner of the building.
question-tags

question-text,Why does the woman sitting at the desk barely look at Andy?
incorrect,She was looking through her resume.
incorrect,She is too shy
correct,She believes Andy is beneath her culturally and intellectually.
incorrect,She was on the phone.
question-tags

question-text,How do you think Andy feels after talking with this woman?
correct,Defeated and insulted.
incorrect,Amused.
incorrect,Extremely hopeful she will get the job
incorrect,Inspired.
question-tags

question-text,Does the woman at the desk think Andy would be a good fit for the company?
incorrect,"Yes, she hires her on the spot."
